01001,13.4,32186.2,4.163274943920065
01003,36.2,87788.4,4.12355163096719
01005,8.0,24950.6,3.206335719381498
01007,5.2,16111.8,3.2274482056629306
01009,15.4,37093.6,4.151659585481053
01011,3.6,10769.2,3.3428666939048397
01013,4.8,22420.2,2.140926485936789
01015,25.8,119785.0,2.1538589973702886
01017,8.4,38834.2,2.1630418548598915
01019,8.8,18959.0,4.6415950208344325
01021,11.2,31298.6,3.578434818170781
01023,8.0,16667.0,4.799904001919962
01025,7.0,27551.8,2.5406688492221923
01027,5.6,13706.0,4.085801838610827
01029,8.4,12666.4,6.631718562496053
01031,8.6,40328.4,2.1324922387201077
01033,12.8,53015.2,2.414401907377507
01035,6.0,15107.4,3.9715636045911276
01037,5.6,11118.8,5.036514731805591
01039,9.4,37061.2,2.5363452883338913
01041,5.6,13908.8,4.02622799953986
01043,24.6,64518.8,3.8128421483350587
01045,6.8,48493.8,1.402241111234838
01047,11.4,53086.8,2.147426478898709
01049,15.0,53962.0,2.779733886809236
01051,14.2,45239.8,3.13882908412504
01053,12.0,37385.4,3.2098091768444363
01055,18.8,102375.2,1.8363822488258876
01057,5.0,19121.8,2.614816596763903
01059,8.6,28636.6,3.003149815271366
01061,5.4,23934.8,2.256129150859836
01063,5.8,10885.0,5.32843362425356
01065,4.4,15140.2,2.9061703280009508
01067,4.6,15224.4,3.0214655421560126
01069,21.4,77727.2,2.7532189503803046
01071,17.6,49851.0,3.530520952438266
01073,92.8,659474.0,1.407182087542496
01075,4.6,16454.2,2.7956388034665918
01077,15.4,80501.0,1.9130197140408194
01079,14.0,31042.4,4.5099605700590155
01081,18.2,80585.0,2.2584848296829434
01083,14.8,48605.4,3.0449291642492398
01085,7.4,12724.2,5.815689787963094
01087,9.2,25527.2,3.6039988717916573
01089,44.2,212604.4,2.0789786100381744
01091,10.6,24335.8,4.355722844533568
01093,14.0,30865.2,4.535852675505099
01095,17.8,68748.6,2.589143633470354
01097,70.4,377918.8,1.862834026780356
01099,6.2,22761.4,2.7239097770787386
01101,37.2,202935.0,1.8330992682385985
01103,18.0,93095.4,1.9335004737076162
01105,4.6,14611.8,3.148140543943936
01107,7.0,21724.8,3.222124024156724
01109,9.2,27770.0,3.3129276197335256
01111,8.2,19870.4,4.126741283517191
01113,13.4,46499.2,2.8817700089463907
01115,16.2,44543.6,3.636886107095071
01117,19.6,77520.4,2.5283667266938767
01119,6.8,17095.0,3.9777712781515064
01121,21.0,75300.6,2.788822399821515
01123,12.4,38552.2,3.216418258880168
01125,34.8,140158.6,2.4829015130002725
01127,20.4,67806.4,3.008565563132684
01129,8.0,17176.4,4.6575533872057004
01131,8.0,14870.8,5.379670226215134
01133,9.0,22107.8,4.0709613801463735
04001,36.2,53295.6,6.792305556180998
04003,31.4,90675.6,3.4628940971992463
04005,58.4,83607.0,6.985061059480666
04007,25.0,37642.2,6.6414821662920875
04009,5.6,24441.6,2.2911757004451427
04011,2.8,9611.0,2.9133284777858703
04013,356.0,1777433.0,2.002888435175897
04015,51.0,68733.2,7.419994995140631
04017,35.4,69941.8,5.061351008981753
04019,132.0,596439.6,2.2131327296175507
04021,55.6,101604.8,5.472182416578744
04023,5.0,23046.4,2.1695362399333518
04025,40.4,80865.8,4.995931531005691
05001,6.2,23250.2,2.66664372779589
05003,3.2,26055.0,1.2281711763577048
05005,4.2,29383.8,1.4293590345700693
05007,19.6,84682.2,2.3145359945773727
05009,8.4,27395.0,3.066252965869684
05011,3.0,12980.8,2.311105632934796
05013,2.4,6074.8,3.9507473497069863
05015,5.8,17357.6,3.34147578006176
05017,6.2,17478.4,3.5472354448919807
05019,7.4,22897.8,3.2317515219802777
05021,8.2,19542.6,4.195961642770154
05023,4.8,18304.6,2.622291664390372
05025,1.8,7893.2,2.280443926417676
05027,8.8,26825.4,3.28047298455941
05029,8.6,19470.8,4.416870390533517
05031,12.6,63783.6,1.9754294207288394
05033,13.8,38638.4,3.57157646279349
05035,19.0,49366.0,3.848802819754487
05037,4.6,20135.0,2.28457909113484
05039,4.2,10313.4,4.072371865728082
05041,5.8,18667.8,3.1069542206366045
05043,4.8,17926.4,2.67761513745091
05045,14.2,50643.8,2.8038970219454304
05047,5.4,15040.6,3.5902823025677164
05049,4.8,10079.0,4.762377219962298
05051,14.0,72049.0,1.9431220419436772
05053,6.6,13092.4,5.041092542238245
05055,6.8,31129.2,2.1844441874510108
05057,7.8,22879.6,3.4091505096242942
05059,6.4,26770.4,2.390700176314138
05061,3.8,13661.0,2.7816411682892905
05063,5.8,31475.4,1.8427089091798674
05065,1.6,10907.6,1.4668671385089296
05067,8.8,20555.6,4.281071824709569
05069,15.6,88267.8,1.7673489086620489
05071,5.0,18159.2,2.7534252610247147
05073,2.4,10208.0,2.3510971786833856
05075,4.0,18231.8,2.1939687798242633
05077,3.6,14835.8,2.426562773830869
05079,2.0,13074.4,1.5297069081563972
05081,6.0,13985.6,4.290126987758837
05083,5.0,20598.6,2.4273494315147635
05085,11.6,36233.0,3.201501393757072
05087,4.8,11670.6,4.112899079738831
05089,2.0,11738.0,1.7038677798602828
05091,10.2,38811.8,2.628066721976306
05093,14.2,59277.0,2.395532837356816
05095,4.0,12945.8,3.0898051877829102
05097,4.8,7781.0,6.168872895514715
05099,3.2,10908.8,2.9334115576415374
05101,2.8,7845.2,3.569061336868404
05103,8.6,31798.6,2.704521582711189
05105,3.0,7682.8,3.904826365387619
05107,6.8,32528.8,2.090455227367748
05109,3.0,10099.0,2.97059114763838
05111,13.6,25763.2,5.278847348155509
